# Force coefficients
# liftDir           : (0.000000000000e+00 1.000000000000e+00 0.000000000000e+00)
# dragDir           : (1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
# pitchAxis         : (0.000000000000e+00 0.000000000000e+00 1.000000000000e+00)
# magUInf           : 1.000000000000e+00
# lRef              : 1.000000000000e+00
# Aref              : 1.000000000000e+00
# CofR              : (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
# Time              	Cm                  	Cd                  	Cl                  	Cl(f)               	Cl(r)               
32.5027999999902661 	-2.281704224144e-04	1.223410198183e+00	2.126622497084e-02	1.040494206301e-02	1.086128290784e-02
32.5049999999902681 	-2.276531244239e-04	1.223423657619e+00	2.129521481589e-02	1.041995428352e-02	1.087526053237e-02
32.5071999999902701 	-2.271347585036e-04	1.223438010639e+00	2.134840836657e-02	1.044706942478e-02	1.090133894179e-02
32.5093999999902721 	-2.266151420849e-04	1.223450762809e+00	2.138241854113e-02	1.046459412848e-02	1.091782441265e-02
32.5115999999902741 	-2.260944005915e-04	1.223462576876e+00	2.142289278928e-02	1.048535199405e-02	1.093754079523e-02
32.513799999990276  	-2.255724557335e-04	1.223475439297e+00	2.146160260439e-02	1.050522884646e-02	1.095637375793e-02
32.515999999990278  	-2.250492943233e-04	1.223489037003e+00	2.149586057029e-02	1.052288099082e-02	1.097297957947e-02
32.51819999999028   	-2.245249741675e-04	1.223502537438e+00	2.153307137975e-02	1.054201071571e-02	1.099106066404e-02
32.520399999990282  	-2.239994850502e-04	1.223514873432e+00	2.157100723880e-02	1.056150413435e-02	1.100950310445e-02
32.5225999999902839 	-2.234728207796e-04	1.223526862200e+00	2.160848181958e-02	1.058076808901e-02	1.102771373057e-02
32.5247999999902859 	-2.229449728116e-04	1.223539953620e+00	2.164520369689e-02	1.059965687563e-02	1.104554682126e-02
32.5269999999902879 	-2.224159169387e-04	1.223555042400e+00	2.168007151569e-02	1.061761984090e-02	1.106245167478e-02
32.5291999999902899 	-2.218858488616e-04	1.223568013268e+00	2.173686401225e-02	1.064654615726e-02	1.109031785499e-02
32.5313999999902919 	-2.213544012932e-04	1.223581099647e+00	2.174880254195e-02	1.065304686968e-02	1.109575567227e-02
32.5335999999902938 	-2.208218213283e-04	1.223593044684e+00	2.177666471233e-02	1.066751053484e-02	1.110915417749e-02
32.5357999999902958 	-2.202880439262e-04	1.223604929023e+00	2.180748035570e-02	1.068345213392e-02	1.112402822178e-02
32.5379999999902978 	-2.197531496169e-04	1.223619301279e+00	2.184842103521e-02	1.070445736799e-02	1.114396366722e-02
32.5401999999902998 	-2.192170288200e-04	1.223633754538e+00	2.187829902794e-02	1.071993248515e-02	1.115836654279e-02
32.5423999999903018 	-2.186798121661e-04	1.223643760307e+00	2.192210354970e-02	1.074237196269e-02	1.117973158702e-02
32.5445999999903037 	-2.181414124721e-04	1.223657743654e+00	2.195996265192e-02	1.076183991349e-02	1.119812273843e-02
32.5467999999903057 	-2.176018168954e-04	1.223670970780e+00	2.199546100628e-02	1.078012868624e-02	1.121533232003e-02
32.5489999999903077 	-2.170611334215e-04	1.223687941589e+00	2.204424369773e-02	1.080506071544e-02	1.123918298229e-02
32.5511999999903097 	-2.165191655135e-04	1.223699035649e+00	2.206543436945e-02	1.081619801921e-02	1.124923635024e-02
32.5533999999903116 	-2.159761141411e-04	1.223709674497e+00	2.210522906675e-02	1.083663841923e-02	1.126859064752e-02
32.5555999999903136 	-2.154318921706e-04	1.223724619306e+00	2.214390545679e-02	1.085652083622e-02	1.128738462056e-02
32.5577999999903156 	-2.148864841140e-04	1.223736742106e+00	2.217725541561e-02	1.087374122369e-02	1.130351419192e-02
32.5599999999903176 	-2.143399201702e-04	1.223749593343e+00	2.221304025583e-02	1.089218020774e-02	1.132086004808e-02
32.5621999999903196 	-2.137922026868e-04	1.223760969101e+00	2.225014865250e-02	1.091128212356e-02	1.133886652894e-02
32.5643999999903215 	-2.132433271702e-04	1.223774812912e+00	2.228420548959e-02	1.092885941763e-02	1.135534607197e-02
32.5665999999903235 	-2.126932010000e-04	1.223792415551e+00	2.231181901770e-02	1.094321630785e-02	1.136860270985e-02
32.5687999999903255 	-2.121420478077e-04	1.223805928709e+00	2.235511743331e-02	1.096541666885e-02	1.138970076446e-02
32.5709999999903275 	-2.115896761758e-04	1.223819029720e+00	2.239249154057e-02	1.098465609411e-02	1.140783544646e-02
32.5731999999903294 	-2.110362273775e-04	1.223831815958e+00	2.243091407033e-02	1.100442080779e-02	1.142649326254e-02
32.5753999999903314 	-2.104814121708e-04	1.223843680649e+00	2.244436612701e-02	1.101170165134e-02	1.143266447568e-02
32.5775999999903334 	-2.099255250445e-04	1.223856634496e+00	2.247801835856e-02	1.102908365423e-02	1.144893470432e-02
32.5797999999903354 	-2.093685369175e-04	1.223870966011e+00	2.252299092086e-02	1.105212692351e-02	1.147086399735e-02
32.5819999999903374 	-2.088103765478e-04	1.223882405998e+00	2.255768550538e-02	1.107003237614e-02	1.148765312924e-02
32.5841999999903393 	-2.082510449921e-04	1.223899443686e+00	2.258927907240e-02	1.108638849121e-02	1.150289058119e-02
32.5863999999903413 	-2.076905858846e-04	1.223912676067e+00	2.262649908415e-02	1.110555895619e-02	1.152094012796e-02
32.5885999999903433 	-2.071289555552e-04	1.223926666794e+00	2.265989151964e-02	1.112281680426e-02	1.153707471538e-02
32.5907999999903453 	-2.065661523158e-04	1.223940566888e+00	2.269093713546e-02	1.113890241541e-02	1.155203472004e-02
32.5929999999903472 	-2.060022721555e-04	1.223953752687e+00	2.272915888333e-02	1.115857716951e-02	1.157058171382e-02
32.5951999999903492 	-2.054372646978e-04	1.223966571378e+00	2.277113990810e-02	1.118013268935e-02	1.159100721875e-02
32.5973999999903512 	-2.048711012011e-04	1.223980355873e+00	2.281316074175e-02	1.120170926967e-02	1.161145147208e-02
32.5995999999903532 	-2.043037172073e-04	1.223995777782e+00	2.282770982155e-02	1.120955119357e-02	1.161815862798e-02
32.6017999999903552 	-2.037351602793e-04	1.224008605400e+00	2.285569243663e-02	1.122411105803e-02	1.163158137859e-02
32.6039999999903571 	-2.031655493022e-04	1.224020698103e+00	2.290132063957e-02	1.124749477049e-02	1.165382586909e-02
32.6061999999903591 	-2.025947465208e-04	1.224033359095e+00	2.293472643676e-02	1.126476847186e-02	1.166995796490e-02
32.6083999999903611 	-2.020228243224e-04	1.224047547482e+00	2.297007843963e-02	1.128301639549e-02	1.168706204414e-02
32.6105999999903631 	-2.014497469314e-04	1.224060380727e+00	2.300275055710e-02	1.129992553162e-02	1.170282502548e-02
32.6127999999903651 	-2.008755407608e-04	1.224074653821e+00	2.303941335864e-02	1.131883113856e-02	1.172058222008e-02
32.614999999990367  	-2.003001840515e-04	1.224089107470e+00	2.307367717649e-02	1.133653840419e-02	1.173713877230e-02
32.617199999990369  	-1.997236737825e-04	1.224102540647e+00	2.309959011236e-02	1.135007138240e-02	1.174951872996e-02
32.619399999990371  	-1.991460115444e-04	1.224115919901e+00	2.312895819438e-02	1.136533308565e-02	1.176362510874e-02
32.621599999990373  	-1.985672690429e-04	1.224128141186e+00	2.316680301291e-02	1.138483423741e-02	1.178196877550e-02
32.6237999999903749 	-1.979873608843e-04	1.224142815044e+00	2.319786393347e-02	1.140094460585e-02	1.179691932762e-02
32.6259999999903769 	-1.974063272925e-04	1.224155059476e+00	2.322906438281e-02	1.141712586411e-02	1.181193851870e-02
32.6281999999903789 	-1.968241794517e-04	1.224166490886e+00	2.327314165270e-02	1.143974664690e-02	1.183339500580e-02
32.6303999999903809 	-1.962408958378e-04	1.224181816906e+00	2.330781566163e-02	1.145766693498e-02	1.185014872665e-02
32.6325999999903829 	-1.956564972790e-04	1.224194815242e+00	2.334437817191e-02	1.147653258868e-02	1.186784558324e-02
32.6347999999903848 	-1.950708672302e-04	1.224209738676e+00	2.336396697504e-02	1.148691262029e-02	1.187705435475e-02
32.6369999999903868 	-1.944842833805e-04	1.224223196917e+00	2.341056720996e-02	1.151079932160e-02	1.189976788836e-02
32.6391999999903888 	-1.938963994433e-04	1.224236402451e+00	2.342555079350e-02	1.151887899731e-02	1.190667179619e-02
32.6413999999903908 	-1.933074780948e-04	1.224250893409e+00	2.346540816777e-02	1.153939660579e-02	1.192601156198e-02
32.6435999999903927 	-1.927174040041e-04	1.224265422866e+00	2.349800420357e-02	1.155628469778e-02	1.194171950579e-02
32.6457999999903947 	-1.921262142532e-04	1.224278279381e+00	2.351998745341e-02	1.156786751245e-02	1.195211994096e-02
32.6479999999903967 	-1.915339419961e-04	1.224290715308e+00	2.356852331098e-02	1.159272771349e-02	1.197579559749e-02
32.6501999999903987 	-1.909404847170e-04	1.224304852608e+00	2.359816926301e-02	1.160814414679e-02	1.199002511622e-02
32.6523999999904007 	-1.903460043043e-04	1.224319522594e+00	2.363905225121e-02	1.162918012130e-02	1.200987212991e-02
32.6545999999904026 	-1.897503336753e-04	1.224332524030e+00	2.367221858009e-02	1.164635895637e-02	1.202585962372e-02
32.6567999999904046 	-1.891535433549e-04	1.224346646841e+00	2.370052782533e-02	1.166111036931e-02	1.203941745602e-02
32.6589999999904066 	-1.885557490860e-04	1.224360731631e+00	2.374691626416e-02	1.168490238300e-02	1.206201388117e-02
32.6611999999904086 	-1.879567705301e-04	1.224374126815e+00	2.377916654735e-02	1.170162650315e-02	1.207754004421e-02
32.6633999999904105 	-1.873566884107e-04	1.224389400237e+00	2.381429810912e-02	1.171979236615e-02	1.209450574297e-02
32.6655999999904125 	-1.867553868271e-04	1.224401243991e+00	2.382922225067e-02	1.172785573851e-02	1.210136651216e-02
32.6677999999904145 	-1.861530847978e-04	1.224410885369e+00	2.387108110366e-02	1.174938746703e-02	1.212169363663e-02
32.6699999999904165 	-1.855495905743e-04	1.224428134286e+00	2.390018384572e-02	1.176454233229e-02	1.213564151344e-02
32.6721999999904185 	-1.849449571246e-04	1.224441274063e+00	2.392768754364e-02	1.177889881470e-02	1.214878872894e-02
32.6743999999904204 	-1.843392411331e-04	1.224456510012e+00	2.395089476939e-02	1.179110814356e-02	1.215978662583e-02
32.6765999999904224 	-1.837324335204e-04	1.224470854734e+00	2.397597949039e-02	1.180425731168e-02	1.217172217872e-02
32.6787999999904244 	-1.831245635214e-04	1.224484093318e+00	2.402179561086e-02	1.182777324191e-02	1.219402236895e-02
32.6809999999904264 	-1.825155382317e-04	1.224499258947e+00	2.404783348430e-02	1.184140120392e-02	1.220643228038e-02
32.6831999999904284 	-1.819054299097e-04	1.224513189880e+00	2.407804608287e-02	1.185711761153e-02	1.222092847135e-02
32.6853999999904303 	-1.812943118450e-04	1.224526030621e+00	2.412417315207e-02	1.188079226419e-02	1.224338088788e-02
32.6875999999904323 	-1.806819833775e-04	1.224540693692e+00	2.414502436959e-02	1.189183020142e-02	1.225319416817e-02
32.6897999999904343 	-1.800685359764e-04	1.224555039805e+00	2.417058520376e-02	1.190522406590e-02	1.226536113785e-02
32.6919999999904363 	-1.794540326120e-04	1.224567822058e+00	2.420175652715e-02	1.192142423096e-02	1.228033229619e-02
32.6941999999904382 	-1.788384276883e-04	1.224581117416e+00	2.423358912253e-02	1.193795613358e-02	1.229563298895e-02
32.6963999999904402 	-1.782217705658e-04	1.224596267200e+00	2.427258407716e-02	1.195807026801e-02	1.231451380914e-02
32.6985999999904422 	-1.776040634092e-04	1.224609330942e+00	2.431340500917e-02	1.197909844118e-02	1.233430656799e-02
32.7007999999904442 	-1.769851526499e-04	1.224623579251e+00	2.433443527294e-02	1.199023248382e-02	1.234420278912e-02
32.7029999999904462 	-1.763651904410e-04	1.224639206383e+00	2.436714698251e-02	1.200720830081e-02	1.235993868169e-02
32.7051999999904481 	-1.757441148841e-04	1.224653406591e+00	2.439681978828e-02	1.202266577925e-02	1.237415400902e-02
32.7073999999904501 	-1.751220191504e-04	1.224667364690e+00	2.443313573413e-02	1.204144584792e-02	1.239168988622e-02
32.7095999999904521 	-1.744988289045e-04	1.224683180930e+00	2.446788858635e-02	1.205944546427e-02	1.240844312208e-02
32.7117999999904541 	-1.738744630440e-04	1.224696826621e+00	2.448442491595e-02	1.206833799493e-02	1.241608692102e-02
32.713999999990456  	-1.732489955657e-04	1.224710552110e+00	2.450592144619e-02	1.207971172753e-02	1.242620971866e-02
32.716199999990458  	-1.726226169038e-04	1.224722592460e+00	2.455039112640e-02	1.210257294630e-02	1.244781818011e-02
32.71839999999046   	-1.719950398834e-04	1.224735168500e+00	2.457189260759e-02	1.211395126391e-02	1.245794134368e-02
32.720599999990462  	-1.713665086829e-04	1.224748791624e+00	2.462699961713e-02	1.214213329988e-02	1.248486631725e-02
32.722799999990464  	-1.707367563632e-04	1.224766087508e+00	2.464694463626e-02	1.215273556177e-02	1.249420907449e-02
32.7249999999904659 	-1.701059784362e-04	1.224779340681e+00	2.467698870950e-02	1.216838837631e-02	1.250860033318e-02
32.7271999999904679 	-1.694741163844e-04	1.224793219293e+00	2.470710405968e-02	1.218407791346e-02	1.252302614623e-02
32.7293999999904699 	-1.688411834899e-04	1.224807984321e+00	2.473681167463e-02	1.219956465383e-02	1.253724702081e-02
32.7315999999904719 	-1.682072108523e-04	1.224820602439e+00	2.477042880351e-02	1.221700719090e-02	1.255342161261e-02
32.7337999999904739 	-1.675720733712e-04	1.224836818646e+00	2.479023601908e-02	1.222754593617e-02	1.256269008291e-02
32.7359999999904758 	-1.669359544841e-04	1.224850358699e+00	2.483181243521e-02	1.224897026312e-02	1.258284217209e-02
32.7381999999904778 	-1.662987416813e-04	1.224867830653e+00	2.486188615186e-02	1.226464433425e-02	1.259724181761e-02
32.7403999999904798 	-1.656604250286e-04	1.224879157110e+00	2.488593794383e-02	1.227730854689e-02	1.260862939695e-02
32.7425999999904818 	-1.650211570575e-04	1.224893083908e+00	2.492867503029e-02	1.229931635809e-02	1.262935867220e-02
32.7447999999904837 	-1.643807861331e-04	1.224907900296e+00	2.495163274834e-02	1.231143558804e-02	1.264019716030e-02
32.7469999999904857 	-1.637392476089e-04	1.224924525526e+00	2.497513164648e-02	1.232382657563e-02	1.265130507085e-02
32.7491999999904877 	-1.630967494453e-04	1.224937643179e+00	2.501304733139e-02	1.234342691625e-02	1.266962041514e-02
32.7513999999904897 	-1.624531044347e-04	1.224952754009e+00	2.504204483262e-02	1.235856931188e-02	1.268347552074e-02
32.7535999999904917 	-1.618084700124e-04	1.224964620865e+00	2.506937389095e-02	1.237287847546e-02	1.269649541549e-02
32.7557999999904936 	-1.611628199067e-04	1.224978802495e+00	2.510289684329e-02	1.239028560174e-02	1.271261124155e-02
32.7579999999904956 	-1.605160805761e-04	1.224993446596e+00	2.513256055100e-02	1.240576419492e-02	1.272679635608e-02
32.7601999999904976 	-1.598682725401e-04	1.225006880903e+00	2.516183582769e-02	1.242104964130e-02	1.274078618638e-02
32.7623999999904996 	-1.592193920798e-04	1.225019310979e+00	2.518926109681e-02	1.243541115632e-02	1.275384994048e-02
32.7645999999905015 	-1.585694654505e-04	1.225036694773e+00	2.522260339098e-02	1.245273223004e-02	1.276987116094e-02
32.7667999999905035 	-1.579184855679e-04	1.225052907049e+00	2.525748982023e-02	1.247082642454e-02	1.278666339568e-02
32.7689999999905055 	-1.572664976178e-04	1.225068487248e+00	2.529097195088e-02	1.248821947782e-02	1.280275247306e-02
32.7711999999905075 	-1.566135813669e-04	1.225084747279e+00	2.534531785709e-02	1.251604534718e-02	1.282927250991e-02
32.7733999999905095 	-1.559592625259e-04	1.225099170586e+00	2.534035700697e-02	1.251421924096e-02	1.282613776601e-02
32.7755999999905114 	-1.553039843665e-04	1.225109017461e+00	2.535897366988e-02	1.252418285057e-02	1.283479081930e-02
32.7777999999905134 	-1.546478498962e-04	1.225127022515e+00	2.540967345554e-02	1.255018887787e-02	1.285948457767e-02
32.7799999999905154 	-1.539903674410e-04	1.225138613647e+00	2.540242091681e-02	1.254722009096e-02	1.285520082584e-02
32.7821999999905174 	-1.533320295212e-04	1.225153179360e+00	2.544049298699e-02	1.256691446397e-02	1.287357852302e-02
32.7843999999905193 	-1.526725533896e-04	1.225169420908e+00	2.546053833218e-02	1.257759661270e-02	1.288294171948e-02
32.7865999999905213 	-1.520120606971e-04	1.225179401777e+00	2.548545480563e-02	1.259071534212e-02	1.289473946351e-02
32.7887999999905233 	-1.513506150565e-04	1.225193923760e+00	2.551940380642e-02	1.260835128815e-02	1.291105251827e-02
32.7909999999905253 	-1.506880659666e-04	1.225205672547e+00	2.554403282766e-02	1.262132834786e-02	1.292270447980e-02
32.7931999999905273 	-1.500245141055e-04	1.225221750909e+00	2.557104475444e-02	1.263549786311e-02	1.293554689133e-02
32.7953999999905292 	-1.493598148804e-04	1.225235559274e+00	2.558620647879e-02	1.264374342452e-02	1.294246305428e-02
32.7975999999905312 	-1.486942830821e-04	1.225252247721e+00	2.562648111489e-02	1.266454627436e-02	1.296193484053e-02
32.7997999999905332 	-1.480277368992e-04	1.225266811204e+00	2.566666836704e-02	1.268530644662e-02	1.298136192042e-02
32.8019999999905352 	-1.473601062360e-04	1.225279960054e+00	2.569518228163e-02	1.270023103458e-02	1.299495124705e-02
32.8041999999905372 	-1.466914657317e-04	1.225293214277e+00	2.572563963019e-02	1.271612834936e-02	1.300951128083e-02
32.8063999999905391 	-1.460217500864e-04	1.225310163777e+00	2.575211233485e-02	1.273003441734e-02	1.302207791751e-02
32.8085999999905411 	-1.453510190984e-04	1.225324960373e+00	2.577807485214e-02	1.274368640697e-02	1.303438844517e-02
32.8107999999905431 	-1.446793029077e-04	1.225338895076e+00	2.580592061619e-02	1.275828100519e-02	1.304763961100e-02
32.8129999999905451 	-1.440065352487e-04	1.225352936243e+00	2.583139802746e-02	1.277169247848e-02	1.305970554898e-02
32.815199999990547  	-1.433327568130e-04	1.225367955771e+00	2.585634040955e-02	1.278483744796e-02	1.307150296159e-02
32.817399999990549  	-1.426579755775e-04	1.225383681836e+00	2.588175400486e-02	1.279821902685e-02	1.308353497801e-02
32.819599999990551  	-1.419821837329e-04	1.225395382849e+00	2.590855372749e-02	1.281229468001e-02	1.309625904748e-02
32.821799999990553  	-1.413055210343e-04	1.225414639126e+00	2.596633529128e-02	1.284186212460e-02	1.312447316667e-02
32.823999999990555  	-1.406277240933e-04	1.225428356363e+00	2.598675809851e-02	1.285275132516e-02	1.313400677335e-02
32.8261999999905569 	-1.399489291952e-04	1.225442424125e+00	2.601436999446e-02	1.286723606803e-02	1.314713392642e-02
32.8283999999905589 	-1.392691157432e-04	1.225456768290e+00	2.604142903849e-02	1.288144540350e-02	1.315998363499e-02
32.8305999999905609 	-1.385883749472e-04	1.225471982864e+00	2.608008557632e-02	1.290145441321e-02	1.317863116311e-02
32.8327999999905629 	-1.379066329227e-04	1.225486615449e+00	2.611751147295e-02	1.292084910355e-02	1.319666236940e-02
32.8349999999905648 	-1.372239218924e-04	1.225502524176e+00	2.616018089517e-02	1.294286652569e-02	1.321731436948e-02
32.8371999999905668 	-1.365398822897e-04	1.225516315575e+00	2.614265874878e-02	1.293478949210e-02	1.320786925668e-02
32.8393999999905688 	-1.358550089681e-04	1.225527881984e+00	2.616809804552e-02	1.294819401379e-02	1.321990403173e-02
32.8415999999905708 	-1.351691498112e-04	1.225545610334e+00	2.620076611075e-02	1.296521390556e-02	1.323555220518e-02
32.8437999999905728 	-1.344822827886e-04	1.225556405092e+00	2.622173864809e-02	1.297638704125e-02	1.324535160683e-02
32.8459999999905747 	-1.337944123475e-04	1.225572775223e+00	2.624235976315e-02	1.298738546923e-02	1.325497429392e-02
32.8481999999905767 	-1.331055322928e-04	1.225585690126e+00	2.626665475264e-02	1.300022184403e-02	1.326643290861e-02
32.8503999999905787 	-1.324156797543e-04	1.225603347519e+00	2.629285449058e-02	1.301401156554e-02	1.327884292505e-02
32.8525999999905807 	-1.317248354980e-04	1.225617285540e+00	2.632264909539e-02	1.302959971219e-02	1.329304938319e-02
32.8547999999905826 	-1.310330009508e-04	1.225633950620e+00	2.634176540533e-02	1.303984970171e-02	1.330191570362e-02
32.8569999999905846 	-1.303401878258e-04	1.225647997366e+00	2.637197889441e-02	1.305564925938e-02	1.331632963503e-02
32.8591999999905866 	-1.296464958991e-04	1.225663876851e+00	2.640573011910e-02	1.307321856365e-02	1.333251155545e-02
32.8613999999905886 	-1.289517524098e-04	1.225678694148e+00	2.643248579056e-02	1.308729114287e-02	1.334519464769e-02
32.8635999999905906 	-1.282560871131e-04	1.225689351963e+00	2.646879793968e-02	1.310614288273e-02	1.336265505695e-02
32.8657999999905925 	-1.275593414724e-04	1.225708908957e+00	2.648531063642e-02	1.311509597674e-02	1.337021465968e-02
32.8679999999905945 	-1.268617054591e-04	1.225726347466e+00	2.652038677487e-02	1.313333168197e-02	1.338705509289e-02
32.8701999999905965 	-1.261629856051e-04	1.225738874047e+00	2.653278394399e-02	1.314022898639e-02	1.339255495760e-02
32.8723999999905985 	-1.254633407683e-04	1.225753042907e+00	2.655862054093e-02	1.315384692970e-02	1.340477361123e-02
32.8745999999906005 	-1.247627248768e-04	1.225767403862e+00	2.658494629803e-02	1.316771042414e-02	1.341723587389e-02
32.8767999999906024 	-1.240611341901e-04	1.225782657999e+00	2.661016101633e-02	1.318101937398e-02	1.342914164236e-02
32.8789999999906044 	-1.233585583671e-04	1.225797095339e+00	2.663309664648e-02	1.319318976487e-02	1.343990688160e-02
32.8811999999906064 	-1.226550557349e-04	1.225812829918e+00	2.666060582009e-02	1.320764785431e-02	1.345295796578e-02
32.8833999999906084 	-1.219505722571e-04	1.225827749845e+00	2.668570275683e-02	1.322090080616e-02	1.346480195067e-02
32.8855999999906103 	-1.212451070953e-04	1.225843701829e+00	2.670606644111e-02	1.323178811346e-02	1.347427832765e-02
32.8877999999906123 	-1.205387195192e-04	1.225857569668e+00	2.673026230355e-02	1.324459243226e-02	1.348566987130e-02
32.8899999999906143 	-1.198314336954e-04	1.225868303744e+00	2.676738465631e-02	1.326386089446e-02	1.350352376185e-02
32.8921999999906163 	-1.191231620470e-04	1.225885474884e+00	2.679776352226e-02	1.327975859908e-02	1.351800492318e-02
32.8943999999906183 	-1.184138705513e-04	1.225903186017e+00	2.681394907143e-02	1.328856066517e-02	1.352538840627e-02
32.8965999999906202 	-1.177036293111e-04	1.225917988940e+00	2.683466851687e-02	1.329963062912e-02	1.353503788775e-02
32.8987999999906222 	-1.169924308809e-04	1.225930982394e+00	2.685158170545e-02	1.330879842185e-02	1.354278328361e-02
32.9009999999906242 	-1.162802214380e-04	1.225947717559e+00	2.686579315960e-02	1.331661635836e-02	1.354917680124e-02
32.9031999999906262 	-1.155674545842e-04	1.225964438899e+00	2.694058797556e-02	1.335472653319e-02	1.358586144236e-02
32.9053999999906281 	-1.148532939013e-04	1.225980798568e+00	2.692662796944e-02	1.334846069082e-02	1.357816727862e-02
32.9075999999906301 	-1.141383285625e-04	1.225994420544e+00	2.694849201760e-02	1.336010768024e-02	1.358838433736e-02
32.9097999999906321 	-1.134225321274e-04	1.226009936845e+00	2.698592971541e-02	1.337954232558e-02	1.360638738983e-02
32.9119999999906341 	-1.127056525319e-04	1.226020613441e+00	2.700288995690e-02	1.338873932592e-02	1.361415063098e-02
32.9141999999906361 	-1.119879618560e-04	1.226040150801e+00	2.703714810483e-02	1.340658609056e-02	1.363056201427e-02
32.916399999990638  	-1.112692852232e-04	1.226055757400e+00	2.706231256405e-02	1.341988699680e-02	1.364242556725e-02
32.91859999999064   	-1.105496909181e-04	1.226070978628e+00	2.708749595850e-02	1.343319828833e-02	1.365429767017e-02
32.920799999990642  	-1.098291398301e-04	1.226085272805e+00	2.710668282549e-02	1.344351227291e-02	1.366317055257e-02
32.922999999990644  	-1.091076828340e-04	1.226101367804e+00	2.713257727795e-02	1.345718095614e-02	1.367539632181e-02
32.9251999999906459 	-1.083853133371e-04	1.226116048606e+00	2.715635562514e-02	1.346979249923e-02	1.368656312591e-02
32.9273999999906479 	-1.076620124210e-04	1.226129538704e+00	2.717688537296e-02	1.348078067406e-02	1.369610469890e-02
32.9295999999906499 	-1.069378078229e-04	1.226146894432e+00	2.720706327981e-02	1.349659383208e-02	1.371046944773e-02
32.9317999999906519 	-1.062126550543e-04	1.226163337254e+00	2.722890803887e-02	1.350824136438e-02	1.372066667449e-02
32.9339999999906539 	-1.054866316596e-04	1.226178821506e+00	2.726035674435e-02	1.352469174052e-02	1.373566500384e-02
32.9361999999906558 	-1.047596164019e-04	1.226192492250e+00	2.727285325917e-02	1.353166701318e-02	1.374118624599e-02
32.9383999999906578 	-1.040317663912e-04	1.226208994724e+00	2.730224599701e-02	1.354709123211e-02	1.375515476490e-02
32.9405999999906598 	-1.033029758561e-04	1.226224040543e+00	2.732763947973e-02	1.356051676401e-02	1.376712271572e-02
32.9427999999906618 	-1.025732449645e-04	1.226239301490e+00	2.734554602497e-02	1.357019976752e-02	1.377534625745e-02
32.9449999999906638 	-1.018425546717e-04	1.226254499523e+00	2.735923239758e-02	1.357777364412e-02	1.378145875346e-02
32.9471999999906657 	-1.011110296139e-04	1.226268694062e+00	2.738409852519e-02	1.359093823298e-02	1.379316029221e-02
32.9493999999906677 	-1.003786248151e-04	1.226283137987e+00	2.741476496572e-02	1.360700385804e-02	1.380776110767e-02
32.9515999999906697 	-9.964527988670e-05	1.226300170195e+00	2.743941917408e-02	1.362006430715e-02	1.381935486692e-02
32.9537999999906717 	-9.891104025555e-05	1.226315467195e+00	2.746078888607e-02	1.363148340278e-02	1.382930548329e-02
32.9559999999906736 	-9.817593036810e-05	1.226330635083e+00	2.748737853199e-02	1.364551333563e-02	1.384186519636e-02
32.9581999999906756 	-9.743988665747e-05	1.226345687674e+00	2.750767478441e-02	1.365639750555e-02	1.385127727886e-02
32.9603999999906776 	-9.670302852419e-05	1.226359709649e+00	2.753565485931e-02	1.367112440113e-02	1.386453045818e-02
32.9625999999906796 	-9.596525740625e-05	1.226375924125e+00	2.756265172938e-02	1.368536060728e-02	1.387729112210e-02
32.9647999999906816 	-9.522653773130e-05	1.226393539000e+00	2.758340537827e-02	1.369647615141e-02	1.388692922687e-02
32.9669999999906835 	-9.448694948507e-05	1.226409183623e+00	2.760715081948e-02	1.370908846026e-02	1.389806235923e-02
32.9691999999906855 	-9.374647934249e-05	1.226424913229e+00	2.763137044172e-02	1.372193874152e-02	1.390943170020e-02
32.9713999999906875 	-9.300513302902e-05	1.226440990129e+00	2.765665421398e-02	1.373532197396e-02	1.392133224002e-02
32.9735999999906895 	-9.226292234948e-05	1.226457412863e+00	2.768458326111e-02	1.375002870821e-02	1.393455455290e-02
32.9757999999906914 	-9.152006279363e-05	1.226475705552e+00	2.774126816990e-02	1.377911402215e-02	1.396215414774e-02
32.9779999999906934 	-9.077561390170e-05	1.226484097477e+00	2.769627722394e-02	1.375736299807e-02	1.393891422587e-02
32.9801999999906954 	-9.003068995231e-05	1.226500968793e+00	2.772084668463e-02	1.377039265236e-02	1.395045403227e-02
32.9823999999906974 	-8.928488095801e-05	1.226515053828e+00	2.773827867867e-02	1.377985445838e-02	1.395842422029e-02
32.9845999999906994 	-8.853819719857e-05	1.226529892541e+00	2.775899117645e-02	1.379095739102e-02	1.396803378542e-02
32.9867999999907013 	-8.779062892343e-05	1.226545737603e+00	2.777967206734e-02	1.380204540475e-02	1.397762666259e-02
32.9889999999907033 	-8.704219000683e-05	1.226560251680e+00	2.779886387582e-02	1.381238974790e-02	1.398647412792e-02
32.9911999999907053 	-8.629289076198e-05	1.226577158442e+00	2.782173349190e-02	1.382457385519e-02	1.399715963671e-02
32.9933999999907073 	-8.554272993213e-05	1.226593157165e+00	2.784210732093e-02	1.383551093053e-02	1.400659639040e-02
32.9955999999907093 	-8.479166914535e-05	1.226609929364e+00	2.785735509571e-02	1.384388587871e-02	1.401346921700e-02
