# Force coefficients
# liftDir           : (0.000000000000e+00 1.000000000000e+00 0.000000000000e+00)
# dragDir           : (1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
# pitchAxis         : (0.000000000000e+00 0.000000000000e+00 1.000000000000e+00)
# magUInf           : 1.000000000000e+00
# lRef              : 1.000000000000e+00
# Aref              : 1.000000000000e+00
# CofR              : (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
# Time              	Cm                  	Cd                  	Cl                  	Cl(f)               	Cl(r)               
7.5526              	-7.278645584834e-06	1.288855054793e+00	-8.152451458179e-04	-4.149012184938e-04	-4.003439273241e-04
7.5548              	-7.299044365525e-06	1.288817783494e+00	-8.156423099298e-04	-4.151201993304e-04	-4.005221105994e-04
7.557               	-7.319438424786e-06	1.288769432130e+00	-8.151655262609e-04	-4.149022015552e-04	-4.002633247057e-04
7.5592              	-7.339864832730e-06	1.288731755899e+00	-8.096450456261e-04	-4.121623876458e-04	-3.974826579803e-04
7.5614              	-7.360233591483e-06	1.288693879161e+00	-8.080391488424e-04	-4.113798080127e-04	-3.966593408297e-04
7.5636              	-7.380581179993e-06	1.288652350344e+00	-8.072169150239e-04	-4.109890386920e-04	-3.962278763320e-04
7.5658              	-7.400920916049e-06	1.288612914754e+00	-8.059941027960e-04	-4.103979723141e-04	-3.955961304820e-04
7.568               	-7.421244823989e-06	1.288573480046e+00	-8.047882156882e-04	-4.098153526681e-04	-3.949728630201e-04
7.5702              	-7.441553070099e-06	1.288534065581e+00	-8.035803631611e-04	-4.092317346507e-04	-3.943486285105e-04
7.5724              	-7.461845536552e-06	1.288494669853e+00	-8.023681464064e-04	-4.086459187398e-04	-3.937222276667e-04
7.5746              	-7.482121968129e-06	1.288455287876e+00	-8.011518469382e-04	-4.080580454373e-04	-3.930938015010e-04
7.5768              	-7.502382490810e-06	1.288415863914e+00	-7.998805191011e-04	-4.074426420413e-04	-3.924378770597e-04
7.579               	-7.522623621759e-06	1.288376516295e+00	-7.988469842287e-04	-4.069461157361e-04	-3.919008684926e-04
7.5812              	-7.542848841388e-06	1.288337375623e+00	-7.974874901865e-04	-4.062865939346e-04	-3.912008962519e-04
7.5834              	-7.563042532759e-06	1.288298386760e+00	-7.961490872093e-04	-4.056375861374e-04	-3.905115010719e-04
7.5856              	-7.583237380194e-06	1.288258535712e+00	-7.950807956043e-04	-4.051236351823e-04	-3.899571604219e-04
7.5878              	-7.603425655714e-06	1.288218684519e+00	-7.939073492857e-04	-4.045571002986e-04	-3.893502489871e-04
7.59                	-7.623597073490e-06	1.288179956744e+00	-7.926653736983e-04	-4.039562839227e-04	-3.887090897757e-04
7.5922              	-7.643751793688e-06	1.288140875586e+00	-7.914428508309e-04	-4.033651772091e-04	-3.880776736218e-04
7.5944              	-7.663889194969e-06	1.288101708071e+00	-7.902905486552e-04	-4.028091635226e-04	-3.874813851326e-04
7.5966              	-7.684008797877e-06	1.288062503796e+00	-7.891800740088e-04	-4.022740458023e-04	-3.869060282065e-04
7.5988              	-7.704114455298e-06	1.288023335120e+00	-7.877046458269e-04	-4.015564373688e-04	-3.861482084582e-04
7.601               	-7.724203568517e-06	1.287984150610e+00	-7.862236072554e-04	-4.008360071962e-04	-3.853876000592e-04
7.6032              	-7.744265344953e-06	1.287945169465e+00	-7.860722317172e-04	-4.007803812035e-04	-3.852918505136e-04
7.6054              	-7.764292223399e-06	1.287905652517e+00	-7.879622145862e-04	-4.017453995165e-04	-3.862168150697e-04
7.6076              	-7.784375552832e-06	1.287866917363e+00	-7.814089987104e-04	-3.984888749080e-04	-3.829201238024e-04
7.6098              	-7.804404493499e-06	1.287827941500e+00	-7.789119801915e-04	-3.972603945892e-04	-3.816515856023e-04
7.612               	-7.824429814893e-06	1.287788142315e+00	-7.744151547617e-04	-3.950320071958e-04	-3.793831475660e-04
7.6142              	-7.844381231574e-06	1.287749709789e+00	-7.764036265245e-04	-3.960461944938e-04	-3.803574320307e-04
7.6164              	-7.864313290870e-06	1.287711351463e+00	-7.792349340954e-04	-3.974817803386e-04	-3.817531537568e-04
7.6186              	-7.884270672019e-06	1.287671940453e+00	-7.781885269972e-04	-3.969785341706e-04	-3.812099928266e-04
7.6208              	-7.904226591518e-06	1.287631158248e+00	-7.774772990292e-04	-3.966428761061e-04	-3.808344229231e-04
7.623               	-7.924146566158e-06	1.287596038233e+00	-7.751341878207e-04	-3.954912404765e-04	-3.796429473442e-04
7.6252              	-7.944020993956e-06	1.287558004008e+00	-7.735924633564e-04	-3.947402526721e-04	-3.788522106842e-04
7.6274              	-7.963875336874e-06	1.287518893910e+00	-7.722276671973e-04	-3.940777089355e-04	-3.781499582618e-04
7.6296              	-7.983709531428e-06	1.287479937933e+00	-7.713319996496e-04	-3.936497093562e-04	-3.776822902934e-04
7.6318              	-8.003532219087e-06	1.287441056132e+00	-7.698325619370e-04	-3.929198131876e-04	-3.769127487494e-04
7.634               	-8.023335476063e-06	1.287402380686e+00	-7.686632862820e-04	-3.923549786171e-04	-3.763083076649e-04
7.6362              	-8.043123791357e-06	1.287363637956e+00	-7.673458492372e-04	-3.917160484100e-04	-3.756298008273e-04
7.6384              	-8.062893044475e-06	1.287324630851e+00	-7.663706720400e-04	-3.912482290645e-04	-3.751224429755e-04
7.6406              	-8.082645418176e-06	1.287285820809e+00	-7.651597947259e-04	-3.906625427811e-04	-3.744972519448e-04
7.6428              	-8.102380034612e-06	1.287247009527e+00	-7.639746707599e-04	-3.900897154146e-04	-3.738849553453e-04
7.645               	-8.122096442685e-06	1.287208194713e+00	-7.629179700373e-04	-3.895810814614e-04	-3.733368885760e-04
7.6472              	-8.141795071420e-06	1.287168338128e+00	-7.615329242227e-04	-3.889082571828e-04	-3.726246670399e-04
7.6494              	-8.161475538297e-06	1.287130037458e+00	-7.602951472365e-04	-3.883090491566e-04	-3.719860980800e-04
7.6516              	-8.181133898535e-06	1.287092469434e+00	-7.592355824475e-04	-3.877989251223e-04	-3.714366573252e-04
7.6538              	-8.200775251918e-06	1.287053931541e+00	-7.583159780051e-04	-3.873587642545e-04	-3.709572137506e-04
7.656               	-8.220395155022e-06	1.287015313787e+00	-7.578377812615e-04	-3.871392857858e-04	-3.706984954757e-04
7.6582              	-8.239975027655e-06	1.286976202693e+00	-7.597417159896e-04	-3.881108330224e-04	-3.716308829671e-04
7.6604              	-8.259594260086e-06	1.286938504032e+00	-7.552411832830e-04	-3.858801859016e-04	-3.693609973814e-04
7.6626              	-8.279197378463e-06	1.286901054295e+00	-7.499499971652e-04	-3.832541959610e-04	-3.666958012041e-04
7.6648              	-8.298747024134e-06	1.286862996016e+00	-7.485186746431e-04	-3.825580843457e-04	-3.659605902974e-04
7.667               	-8.318276217182e-06	1.286825440940e+00	-7.470678997762e-04	-3.818522261053e-04	-3.652156736709e-04
7.6692              	-8.337785552900e-06	1.286791323139e+00	-7.451643035271e-04	-3.809199373164e-04	-3.642443662106e-04
7.6714              	-8.357260434776e-06	1.286746322552e+00	-7.447223139887e-04	-3.807184174291e-04	-3.640038965596e-04
7.6736              	-8.376732775774e-06	1.286707121442e+00	-7.433906660352e-04	-3.800720657934e-04	-3.633186002418e-04
7.6758              	-8.396185984356e-06	1.286668896883e+00	-7.419608247091e-04	-3.793765983389e-04	-3.625842263702e-04
7.678               	-8.415621544966e-06	1.286630682541e+00	-7.401198498769e-04	-3.784755464834e-04	-3.616443033935e-04
7.6802              	-8.435030333828e-06	1.286600688778e+00	-7.390854651401e-04	-3.779777629039e-04	-3.611077022362e-04
7.6824              	-8.454403551692e-06	1.286563351849e+00	-7.351611836032e-04	-3.760349953533e-04	-3.591261882499e-04
7.6846              	-8.473695273211e-06	1.286522636093e+00	-7.387536730946e-04	-3.778505318205e-04	-3.609031412741e-04
7.6868              	-8.493018199644e-06	1.286481332861e+00	-7.373452084879e-04	-3.771656224436e-04	-3.601795860443e-04
7.689               	-8.512327629540e-06	1.286442491900e+00	-7.359948100900e-04	-3.765097326745e-04	-3.594850774154e-04
7.6912              	-8.531620511405e-06	1.286403749276e+00	-7.346800947698e-04	-3.758716678963e-04	-3.588084268735e-04
7.6934              	-8.550901920618e-06	1.286365152455e+00	-7.333604785185e-04	-3.752311411799e-04	-3.581293373386e-04
7.6956              	-8.570195984462e-06	1.286327173332e+00	-7.322079701294e-04	-3.746741810491e-04	-3.575337890802e-04
7.6978              	-8.589434154024e-06	1.286295719612e+00	-7.292660590693e-04	-3.732224636887e-04	-3.560435953806e-04
7.7                 	-8.608674266520e-06	1.286256363994e+00	-7.280907111241e-04	-3.726540298286e-04	-3.554366812955e-04
7.7022              	-8.627892833178e-06	1.286217206780e+00	-7.268127722538e-04	-3.720342789601e-04	-3.547784932937e-04
7.7044              	-8.647088051863e-06	1.286178150981e+00	-7.255992540470e-04	-3.714467150754e-04	-3.541525389716e-04
7.7066              	-8.666260199085e-06	1.286139177266e+00	-7.244233956316e-04	-3.708779580149e-04	-3.535454376167e-04
7.7088              	-8.685407192738e-06	1.286100169813e+00	-7.235029876374e-04	-3.704369010115e-04	-3.530660866260e-04
7.711               	-8.704535325232e-06	1.286061389216e+00	-7.221850291082e-04	-3.697970498794e-04	-3.523879792289e-04
7.7132              	-8.723637664455e-06	1.286022502348e+00	-7.211965880463e-04	-3.693219316876e-04	-3.518746563587e-04
7.7154              	-8.742702041408e-06	1.285983228591e+00	-7.218129568082e-04	-3.696491804455e-04	-3.521637763627e-04
7.7176              	-8.761767190326e-06	1.285945025932e+00	-7.200857132359e-04	-3.688046238083e-04	-3.512810894276e-04
7.7198              	-8.780832813342e-06	1.285907792888e+00	-7.153028894987e-04	-3.664322775627e-04	-3.488706119360e-04
7.722               	-8.799844491184e-06	1.285869399053e+00	-7.137836793380e-04	-3.656916841602e-04	-3.480919951778e-04
7.7242              	-8.818830209840e-06	1.285830898733e+00	-7.121744832839e-04	-3.649060718518e-04	-3.472684114321e-04
7.7264              	-8.837782668961e-06	1.285791990056e+00	-7.108374473968e-04	-3.642565063674e-04	-3.465809410294e-04
7.7286              	-8.856698980453e-06	1.285753384414e+00	-7.095581839331e-04	-3.636357909470e-04	-3.459223929861e-04
7.7308              	-8.875595949350e-06	1.285720509679e+00	-7.110923009658e-04	-3.644217464323e-04	-3.466705545336e-04
7.733               	-8.894529797315e-06	1.285680555879e+00	-7.074264712094e-04	-3.626077654020e-04	-3.448187058074e-04
7.7352              	-8.913421533857e-06	1.285642155074e+00	-7.055779185377e-04	-3.617023808027e-04	-3.438755377350e-04
7.7374              	-8.932281185902e-06	1.285604014384e+00	-7.042069416636e-04	-3.610357520177e-04	-3.431711896459e-04
7.7396              	-8.951112790645e-06	1.285565959632e+00	-7.028477253756e-04	-3.603749754785e-04	-3.424727498972e-04
7.7418              	-8.969915591293e-06	1.285527968446e+00	-7.015758173634e-04	-3.597578242730e-04	-3.418179930904e-04
7.744               	-8.988693617921e-06	1.285490048050e+00	-7.001368776018e-04	-3.590571324188e-04	-3.410797451830e-04
7.7462              	-9.007442443709e-06	1.285452193421e+00	-6.989848347073e-04	-3.584998597974e-04	-3.404849749099e-04
7.7484              	-9.026159054560e-06	1.285414377389e+00	-6.985121330885e-04	-3.582822255988e-04	-3.402299074897e-04
7.7506              	-9.044879660924e-06	1.285377035622e+00	-6.947590015423e-04	-3.564243804321e-04	-3.383346211102e-04
7.7528              	-9.063593810617e-06	1.285340850430e+00	-6.894410135943e-04	-3.537841006077e-04	-3.356569129865e-04
7.755               	-9.082202226676e-06	1.285300686294e+00	-6.912146602236e-04	-3.546895323385e-04	-3.365251278851e-04
7.7572              	-9.100811468839e-06	1.285262991554e+00	-6.898405791531e-04	-3.540211010454e-04	-3.358194781077e-04
7.7594              	-9.119394333855e-06	1.285225215561e+00	-6.883022129131e-04	-3.532705007904e-04	-3.350317121227e-04
7.7616              	-9.137950806727e-06	1.285187433703e+00	-6.866472302019e-04	-3.524615659077e-04	-3.341856642942e-04
7.7638              	-9.156480374947e-06	1.285149732361e+00	-6.849469100467e-04	-3.516299353983e-04	-3.333169746484e-04
7.766               	-9.174985258231e-06	1.285112070067e+00	-6.829330343172e-04	-3.506415024168e-04	-3.322915319004e-04
7.7682              	-9.193472941269e-06	1.285074302655e+00	-6.796463627911e-04	-3.490166543368e-04	-3.306297084543e-04
7.7704              	-9.211896230572e-06	1.285036951394e+00	-6.804717471434e-04	-3.494477698023e-04	-3.310239773411e-04
7.7726              	-9.230289895075e-06	1.284999574087e+00	-6.818174763712e-04	-3.501390280807e-04	-3.316784482905e-04
7.7748              	-9.248685214184e-06	1.284962194237e+00	-6.800772984077e-04	-3.492873344180e-04	-3.307899639897e-04
7.777               	-9.267050258797e-06	1.284924846706e+00	-6.786547894917e-04	-3.485944450047e-04	-3.300603444871e-04
7.7792              	-9.285390668036e-06	1.284887389851e+00	-6.769896342690e-04	-3.477802078025e-04	-3.292094264665e-04
7.7814              	-9.303705042556e-06	1.284850037396e+00	-6.751963171167e-04	-3.469018636009e-04	-3.282944535158e-04
7.7836              	-9.321991023669e-06	1.284812333695e+00	-6.737657778143e-04	-3.462048799308e-04	-3.275608978835e-04
7.7858              	-9.340251571955e-06	1.284774792396e+00	-6.719804106845e-04	-3.453304569142e-04	-3.266499537703e-04
7.788               	-9.358485310274e-06	1.284737243529e+00	-6.700193496298e-04	-3.443681601252e-04	-3.256511895046e-04
7.7902              	-9.376679938980e-06	1.284699461787e+00	-6.692737956279e-04	-3.440135777529e-04	-3.252602178750e-04
7.7924              	-9.394869931794e-06	1.284657234351e+00	-6.657244583620e-04	-3.422570991128e-04	-3.234673592492e-04
7.7946              	-9.413020837108e-06	1.284625603725e+00	-6.639507263270e-04	-3.413883840006e-04	-3.225623423264e-04
7.7968              	-9.431094421744e-06	1.284588894765e+00	-6.672868594349e-04	-3.430745241392e-04	-3.242123352957e-04
7.799               	-9.449190893178e-06	1.284551830775e+00	-6.658355283104e-04	-3.423669550484e-04	-3.234685732620e-04
7.8012              	-9.467258314443e-06	1.284514749250e+00	-6.645879756940e-04	-3.417612461614e-04	-3.228267295326e-04
7.8034              	-9.485302951431e-06	1.284477714969e+00	-6.628248432452e-04	-3.408977245741e-04	-3.219271186712e-04
7.8056              	-9.503319394096e-06	1.284440589061e+00	-6.612142723749e-04	-3.401104555816e-04	-3.211038167934e-04
7.8078              	-9.521308507002e-06	1.284403469116e+00	-6.595875137445e-04	-3.393150653793e-04	-3.202724483653e-04
7.81                	-9.539270744143e-06	1.284366399524e+00	-6.579090062920e-04	-3.384937738901e-04	-3.194152324018e-04
7.8122              	-9.557210572502e-06	1.284329545903e+00	-6.557923731316e-04	-3.374533971383e-04	-3.183389759933e-04
7.8144              	-9.575117925501e-06	1.284292397334e+00	-6.541724918631e-04	-3.366613638570e-04	-3.175111280060e-04
7.8166              	-9.592991171897e-06	1.284254969159e+00	-6.531176937966e-04	-3.361518380702e-04	-3.169658557264e-04
7.8188              	-9.610840003508e-06	1.284217859807e+00	-6.518328968424e-04	-3.355272884247e-04	-3.163056084177e-04
7.821               	-9.628670804215e-06	1.284180794306e+00	-6.494748120852e-04	-3.343660768468e-04	-3.151087352384e-04
7.8232              	-9.646474708057e-06	1.284143712241e+00	-6.469229985263e-04	-3.331079739712e-04	-3.138150245551e-04
7.8254              	-9.664248286641e-06	1.284106521980e+00	-6.445598241999e-04	-3.319441603866e-04	-3.126156638133e-04
7.8276              	-9.682017479373e-06	1.284068448196e+00	-6.391172258753e-04	-3.292406304170e-04	-3.098765954583e-04
7.8298              	-9.699676127395e-06	1.284033192818e+00	-6.432644441901e-04	-3.313318982224e-04	-3.119325459676e-04
7.832               	-9.717348857334e-06	1.283996557789e+00	-6.428655621656e-04	-3.311501299401e-04	-3.117154322255e-04
7.8342              	-9.735000222585e-06	1.283959715561e+00	-6.416687694405e-04	-3.305693849428e-04	-3.110993844976e-04
7.8364              	-9.752623266202e-06	1.283922876255e+00	-6.404366626141e-04	-3.299709545733e-04	-3.104657080409e-04
7.8386              	-9.770217308926e-06	1.283886046580e+00	-6.392755426610e-04	-3.294079886394e-04	-3.098675540216e-04
7.8408              	-9.787783524410e-06	1.283849265040e+00	-6.380116893379e-04	-3.287936281934e-04	-3.092180611445e-04
7.843               	-9.805320175587e-06	1.283812497354e+00	-6.369306795087e-04	-3.282706599299e-04	-3.086600195788e-04
7.8452              	-9.822826838739e-06	1.283775740140e+00	-6.360893504948e-04	-3.278675020861e-04	-3.082218484086e-04
7.8474              	-9.840299029291e-06	1.283738921765e+00	-6.359841196323e-04	-3.278323588454e-04	-3.081517607868e-04
7.8496              	-9.857744577830e-06	1.283702353334e+00	-6.359443572176e-04	-3.278299231867e-04	-3.081144340310e-04
7.8518              	-9.875222568451e-06	1.283667745447e+00	-6.291740868602e-04	-3.244622659986e-04	-3.047118208617e-04
7.854               	-9.892626716851e-06	1.283631624195e+00	-6.272843034530e-04	-3.235347784434e-04	-3.037495250097e-04
7.8562              	-9.909992185859e-06	1.283597626241e+00	-6.264513418367e-04	-3.231356631042e-04	-3.033156787325e-04
7.8584              	-9.927339077656e-06	1.283555297962e+00	-6.252176977611e-04	-3.225361879582e-04	-3.026815098029e-04
7.8606              	-9.944651242013e-06	1.283518584774e+00	-6.256712750775e-04	-3.227802887807e-04	-3.028909862967e-04
7.8628              	-9.961973601695e-06	1.283482029802e+00	-6.226543681561e-04	-3.212891576798e-04	-3.013652104764e-04
7.865               	-9.979274446543e-06	1.283444899133e+00	-6.210195060292e-04	-3.204890274611e-04	-3.005304785681e-04
7.8672              	-9.996671547779e-06	1.283408575732e+00	-6.171075382965e-04	-3.185504406960e-04	-2.985570976005e-04
7.8694              	-1.001379538541e-05	1.283375702202e+00	-6.119853521133e-04	-3.160064714421e-04	-2.959788806712e-04
7.8716              	-1.003085980961e-05	1.283342226416e+00	-6.101232532381e-04	-3.150924864287e-04	-2.950307668094e-04
7.8738              	-1.004790977601e-05	1.283299994076e+00	-6.093165150980e-04	-3.147061673250e-04	-2.946103477730e-04
7.876               	-1.006496478889e-05	1.283263643087e+00	-6.077030048494e-04	-3.139164672136e-04	-2.937865376358e-04
7.8782              	-1.008200020854e-05	1.283227209039e+00	-6.060655215557e-04	-3.131147609864e-04	-2.929507605693e-04
7.8804              	-1.009901699604e-05	1.283190737894e+00	-6.040856771366e-04	-3.121418555643e-04	-2.919438215722e-04
7.8826              	-1.011602119141e-05	1.283153932201e+00	-6.011036508608e-04	-3.106678466218e-04	-2.904358042390e-04
7.8848              	-1.013297155489e-05	1.283118955262e+00	-6.016760653102e-04	-3.109710042100e-04	-2.907050611002e-04
7.887               	-1.014991810969e-05	1.283083492468e+00	-6.001159120818e-04	-3.102078741506e-04	-2.899080379312e-04
7.8892              	-1.016684230199e-05	1.283051176215e+00	-5.981973443748e-04	-3.092655144894e-04	-2.889318298854e-04
7.8914              	-1.018373364272e-05	1.283010078476e+00	-5.971325232798e-04	-3.087499952826e-04	-2.883825279972e-04
7.8936              	-1.020060747150e-05	1.282973646842e+00	-5.958614481267e-04	-3.081313315349e-04	-2.877301165919e-04
7.8958              	-1.021745550035e-05	1.282939596648e+00	-5.944161259200e-04	-3.074255184604e-04	-2.869906074597e-04
7.898               	-1.023427158262e-05	1.282909965277e+00	-5.940289656150e-04	-3.072487543901e-04	-2.867802112249e-04
7.9002              	-1.025108460655e-05	1.282860526132e+00	-5.907413385241e-04	-3.056217538686e-04	-2.851195846555e-04
7.9024              	-1.026785675145e-05	1.282823840220e+00	-5.889689001996e-04	-3.047523068513e-04	-2.842165933484e-04
7.9046              	-1.028459862820e-05	1.282788388329e+00	-5.873723541330e-04	-3.039707756947e-04	-2.834015784383e-04
7.9068              	-1.030130768420e-05	1.282752083006e+00	-5.861019363541e-04	-3.033522758613e-04	-2.827496604929e-04
7.909               	-1.031797043828e-05	1.282714852897e+00	-5.868029066951e-04	-3.037194237858e-04	-2.830834829093e-04
7.9112              	-1.033465755458e-05	1.282680201930e+00	-5.819167366372e-04	-3.012930258732e-04	-2.806237107640e-04
7.9134              	-1.035128924369e-05	1.282643912778e+00	-5.802922851746e-04	-3.004974318310e-04	-2.797948533436e-04
7.9156              	-1.036788887354e-05	1.282607881066e+00	-5.788794899638e-04	-2.998076338554e-04	-2.790718561083e-04
7.9178              	-1.038446095510e-05	1.282571829858e+00	-5.772443236558e-04	-2.990066227830e-04	-2.782377008728e-04
7.92                	-1.040100437537e-05	1.282535804294e+00	-5.756021097026e-04	-2.982020592267e-04	-2.774000504759e-04
7.9222              	-1.041751858354e-05	1.282499788013e+00	-5.739545551169e-04	-2.973947961420e-04	-2.765597589749e-04
7.9244              	-1.043400306051e-05	1.282463786740e+00	-5.723299773401e-04	-2.965989917306e-04	-2.757309856095e-04
7.9266              	-1.045045751640e-05	1.282427772289e+00	-5.707294952274e-04	-2.958152051301e-04	-2.749142900973e-04
7.9288              	-1.046688384485e-05	1.282391291885e+00	-5.687108401353e-04	-2.948223039125e-04	-2.738885362228e-04
7.931               	-1.048327876360e-05	1.282351114396e+00	-5.670092091584e-04	-2.939878833428e-04	-2.730213258156e-04
7.9332              	-1.049964614797e-05	1.282320588951e+00	-5.652839047657e-04	-2.931415985308e-04	-2.721423062349e-04
7.9354              	-1.051597814756e-05	1.282285298548e+00	-5.631352836031e-04	-2.920836199491e-04	-2.710516636540e-04
7.9376              	-1.053227767924e-05	1.282249468601e+00	-5.612144694072e-04	-2.911395123828e-04	-2.700749570243e-04
7.9398              	-1.054854358817e-05	1.282213742635e+00	-5.593718289841e-04	-2.902344580802e-04	-2.691373709039e-04
7.942               	-1.056477598458e-05	1.282177318116e+00	-5.583269567171e-04	-2.897282543431e-04	-2.685987023740e-04
7.9442              	-1.058097600517e-05	1.282141290832e+00	-5.568059924067e-04	-2.889839722085e-04	-2.678220201982e-04
7.9464              	-1.059714426155e-05	1.282104355267e+00	-5.555143087806e-04	-2.883542986519e-04	-2.671600101288e-04
7.9486              	-1.061327355584e-05	1.282068583227e+00	-5.537084074787e-04	-2.874674772952e-04	-2.662409301835e-04
7.9508              	-1.062935876702e-05	1.282032766785e+00	-5.518697411063e-04	-2.865642293202e-04	-2.653055117861e-04
7.953               	-1.064537494250e-05	1.281997663688e+00	-5.506926332287e-04	-2.859916915569e-04	-2.647009416719e-04
7.9552              	-1.066129481816e-05	1.281961255213e+00	-5.486066010598e-04	-2.849645953481e-04	-2.636420057118e-04
7.9574              	-1.067742441269e-05	1.281927484324e+00	-5.475220087975e-04	-2.844384288114e-04	-2.630835799860e-04
7.9596              	-1.069348903907e-05	1.281891591613e+00	-5.456292026464e-04	-2.835080903623e-04	-2.621211122841e-04
7.9618              	-1.070949595600e-05	1.281855863324e+00	-5.438055277923e-04	-2.826122598522e-04	-2.611932679402e-04
7.964               	-1.072545202017e-05	1.281819540712e+00	-5.412313179858e-04	-2.813411110131e-04	-2.598902069727e-04
7.9662              	-1.074135740382e-05	1.281783061468e+00	-5.391342436937e-04	-2.803084792507e-04	-2.588257644430e-04
7.9684              	-1.075722162391e-05	1.281746530159e+00	-5.357221279970e-04	-2.786182856224e-04	-2.571038423746e-04
7.9706              	-1.077305754491e-05	1.281709989397e+00	-5.303989390225e-04	-2.759725270562e-04	-2.544264119663e-04
7.9728              	-1.078877090555e-05	1.281675908061e+00	-5.343279883112e-04	-2.779527650612e-04	-2.563752232501e-04
7.975               	-1.080448125073e-05	1.281640637610e+00	-5.337327328457e-04	-2.776708476736e-04	-2.560618851721e-04
7.9772              	-1.082015610153e-05	1.281605145354e+00	-5.320001197696e-04	-2.768202159863e-04	-2.551799037833e-04
7.9794              	-1.083590997725e-05	1.281569120731e+00	-5.303168349060e-04	-2.759943274303e-04	-2.543225074758e-04
7.9816              	-1.085174013654e-05	1.281533090448e+00	-5.285025115766e-04	-2.751029959249e-04	-2.533995156518e-04
7.9838              	-1.086755906673e-05	1.281497409774e+00	-5.263887710139e-04	-2.740619445737e-04	-2.523268264402e-04
7.986               	-1.088336171042e-05	1.281461648572e+00	-5.238134452668e-04	-2.727900843438e-04	-2.510233609230e-04
7.9882              	-1.089915261503e-05	1.281425758990e+00	-5.198203335362e-04	-2.708093193831e-04	-2.490110141531e-04
7.9904              	-1.091486776141e-05	1.281390800158e+00	-5.213141241947e-04	-2.715719298588e-04	-2.497421943360e-04
7.9926              	-1.093056082047e-05	1.281355870365e+00	-5.225973300309e-04	-2.722292258359e-04	-2.503681041950e-04
7.9948              	-1.094625960809e-05	1.281320542174e+00	-5.208207175922e-04	-2.713566184042e-04	-2.494640991880e-04
7.997               	-1.096193001297e-05	1.281285238160e+00	-5.190193625328e-04	-2.704716112794e-04	-2.485477512534e-04
7.9992              	-1.097757181235e-05	1.281250014848e+00	-5.172195403064e-04	-2.695873419656e-04	-2.476321983409e-04
8.0014              	-1.099338678334e-05	1.281214115384e+00	-5.157334393417e-04	-2.688601064542e-04	-2.468733328875e-04
8.0036              	-1.100936271272e-05	1.281178686933e+00	-5.142177260092e-04	-2.681182257173e-04	-2.460995002919e-04
8.0058              	-1.102526433627e-05	1.281146309105e+00	-5.121795844425e-04	-2.671150565575e-04	-2.450645278850e-04
8.008               	-1.104109447742e-05	1.281108783444e+00	-5.108988352612e-04	-2.664905121080e-04	-2.444083231532e-04
8.0102              	-1.105686440164e-05	1.281070014459e+00	-5.102441842357e-04	-2.661789565195e-04	-2.440652277162e-04
8.0124              	-1.107256736057e-05	1.281033991045e+00	-5.116968264952e-04	-2.669209806082e-04	-2.447758458870e-04
8.0146              	-1.108830028289e-05	1.281000336223e+00	-5.039196596795e-04	-2.630481301227e-04	-2.408715295569e-04
8.0168              	-1.110394178998e-05	1.280965634798e+00	-5.006825561544e-04	-2.614452198672e-04	-2.392373362872e-04
8.019               	-1.111952345685e-05	1.280931255054e+00	-4.987424523339e-04	-2.604907496238e-04	-2.382517027101e-04
8.0212              	-1.113503570148e-05	1.280899356829e+00	-4.993423822270e-04	-2.608062268150e-04	-2.385361554120e-04
8.0234              	-1.115052700612e-05	1.280860454441e+00	-4.975961463833e-04	-2.599486001978e-04	-2.376475461855e-04
8.0256              	-1.116597855592e-05	1.280822995255e+00	-4.953892924320e-04	-2.588606247719e-04	-2.365286676601e-04
8.0278              	-1.118138461750e-05	1.280787817033e+00	-4.935006565227e-04	-2.579317128789e-04	-2.355689436439e-04
8.03                	-1.119674791895e-05	1.280752710276e+00	-4.915702990209e-04	-2.569818974294e-04	-2.345884015915e-04
8.0322              	-1.121206955891e-05	1.280717362568e+00	-4.899673687045e-04	-2.561957539112e-04	-2.337716147933e-04
8.0344              	-1.122735277425e-05	1.280682249241e+00	-4.881369400876e-04	-2.552958228181e-04	-2.328411172696e-04
8.0366              	-1.124259724227e-05	1.280647194353e+00	-4.863278364901e-04	-2.544065154873e-04	-2.319213210028e-04
8.0388              	-1.125780507601e-05	1.280612162206e+00	-4.844473665966e-04	-2.534814883743e-04	-2.309658782223e-04
8.041               	-1.127297826247e-05	1.280576916347e+00	-4.824178427997e-04	-2.524818996623e-04	-2.299359431374e-04
8.0432              	-1.128811537909e-05	1.280541582030e+00	-4.804166296669e-04	-2.514964302125e-04	-2.289201994543e-04
8.0454              	-1.130324165193e-05	1.280505379669e+00	-4.757970981825e-04	-2.492017907432e-04	-2.265953074393e-04
8.0476              	-1.131827321958e-05	1.280471851513e+00	-4.779190946141e-04	-2.502778205266e-04	-2.276412740875e-04
8.0498              	-1.133331002481e-05	1.280436852807e+00	-4.764130240546e-04	-2.495398220521e-04	-2.268732020025e-04
8.052               	-1.134831897011e-05	1.280401818696e+00	-4.748649506828e-04	-2.487807943115e-04	-2.260841563713e-04
8.0542              	-1.136329790231e-05	1.280366722869e+00	-4.737957441004e-04	-2.482611699525e-04	-2.255345741479e-04
